SubTime	NumProcs	ExeTime
3707657	256	150
3708309	256	241
3709281	256	150
3710349	256	99
3710472	64	23412
3710508	256	89
3710717	256	81
3710925	256	99
3711823	256	10369
3739589	512	2688
3740028	32	25848
3740050	64	33233
3740993	256	7034
3741362	128	41
3741585	512	12767
3741597	128	4637
3744036	64	2694
3744658	32	378
3744735	32	4410
3744844	128	7000
3744873	32	41
3744908	128	4178
3745964	64	701
3746307	32	4224
3746491	128	2120
3746501	32	406
3746509	32	210
3746931	32	3973
3747024	32	26
3747376	32	31
3747590	32	36
3747951	32	46
3748010	256	64
3748070	512	1784
3748259	32	62
3748355	64	697
3748364	32	37
3748398	256	1462
3748418	256	11349
3748489	32	4077
3748763	32	33
3749082	32	43
3749412	32	110
3749438	32	10511
3749599	128	7691
3749797	32	102
3750088	32	49
3750482	32	319
3751007	64	10754
3751077	32	286
3751185	64	2308
3751306	32	2660
3751470	32	163
3751536	32	2601
3751828	32	28
3751875	128	7213
3751892	32	20
3751940	32	19
3752118	32	62
3752822	32	388
3752921	64	8973
3752979	32	426
3753139	32	23
3753182	32	336
3753678	32	6268
3753760	32	5315
3753858	64	237
3753895	32	1196
3754002	32	1512
3754107	32	137
3754125	32	199
3754216	32	20
3754264	64	34
3754279	32	22
3754383	64	39
3754509	128	84
3754608	128	31
3755044	32	48
3755111	32	30
3755129	64	53
3755349	32	22
3755420	64	57
3755435	128	40
3755581	128	5218
3755702	512	1663
3755737	32	97
3755764	32	30
3755817	32	3797
3756055	32	68
3756085	32	1233
3756163	32	2795
3756172	32	682
3756475	32	94
3756510	128	3251
3756906	32	19
3756937	32	834
3757110	32	4445
3757341	512	12749
3757637	512	243
3758019	32	38
3758340	32	189
3758613	128	71
3758838	128	505
3758882	512	9555
3759038	32	948
3759097	128	5261
3759235	32	262
3759679	32	2350
3760180	32	21
3760308	128	1029
3760419	32	436
3760718	128	955
3760784	128	34
3760881	32	146
3761425	256	7250
3761592	32	23
3761651	32	190
3761874	128	182
3761968	32	26
3762049	32	3674
3762073	128	4538
3762102	32	4440
3762141	32	16
3762630	64	2045
3764248	32	60
3765033	32	114
3765579	128	1101
3765895	128	6578
3765924	32	1373
3766069	32	5998
3766141	128	104
3766358	32	25
3766377	32	15
3766386	128	380
3766405	32	615
3766647	128	1829
3767178	64	293
3767479	32	1224
3767645	128	154
3767704	32	763
3768035	128	129
3768489	128	1214
3768643	256	187
3768816	128	7808
3768993	32	22
3769059	128	63
3769191	32	27
3769240	32	1424
3769250	32	897
3769309	32	29
3769482	32	23
3769527	256	3999
3769758	32	25
3769778	32	92
3769903	32	9905
3769905	32	631
3769920	32	21
3770108	32	23
3770146	32	3395
3770190	64	126
3770237	64	3236
3770349	128	258
3770367	128	4714
3770390	32	33
3770675	128	1427
3770771	32	23
3770805	32	2173
3770826	32	251
3771004	32	11
3771095	32	11
3771226	32	14
3771317	32	32
3771387	32	34
3771514	32	12
3771603	128	70
3771740	32	12
3771769	32	179
3772377	128	1394
3772420	32	137
3772481	128	5506
3772916	32	2278
3773130	32	4626
3773173	32	10310
3773279	64	270
3773361	32	1070
3773522	32	4039
3773539	256	2023
3773601	32	2277
3773618	64	2253
3773987	32	53
3775295	32	2665
3775322	32	114
3775495	128	1021
3775619	64	3932
3775774	32	104
3776050	32	675
3776143	32	573
3776167	32	100
3776522	32	613
3776962	32	400
3777427	32	9324
3777441	32	9145
3777820	256	295
3778003	128	3362
3778015	128	60
3778598	256	249
3779118	256	250
3781372	128	3368
3781882	32	22932
3784735	64	23
3784878	64	15
3784993	64	14
3786357	32	79
3786575	32	81
3786755	32	22528
3786857	64	20
3787010	64	14
3787022	64	66
3787214	32	228
3787605	64	36
3788260	256	15771
3788552	128	2724
3789354	64	731
3789403	32	79
3789562	32	63
3789932	256	16416
3801077	32	1983
3809279	32	27268
3824231	32	8677
3824247	32	8660
3826019	32	29087
3826459	512	18851
3826477	512	18832
3827102	256	795
3827442	128	3406
3827885	256	12250
3828045	32	3968
3828095	128	9733
3828889	32	39
3829099	256	11288
3830594	128	5023
3831034	32	254
3831509	32	240
3832098	32	4379
3832656	32	84
3833252	64	128
3833305	32	10077
3833321	64	10061
3833345	32	121
3833423	128	38
3833486	128	776
3833600	64	315
3833622	128	698
3833695	32	4375
3833904	32	1694
3834522	64	20452
3834988	32	4411
3836102	32	47
3836202	64	85
3836871	32	34
3836936	32	148
3836996	64	79
3837370	32	641
3837980	32	29
3838094	32	2014
3838165	128	1083
3838208	32	26
3838304	32	2902
3838470	32	26
3838586	32	52
3838652	32	30
3838689	32	8371
3838961	128	4818
3839566	32	9656
3839584	32	73
3839719	128	1092
3839774	64	105
3840181	128	5331
3840325	32	371
3840754	64	89
3841694	64	93
3842035	64	75
3842526	64	86
3842888	64	114
3843110	64	85
3843494	64	65
3843796	64	54
3844256	64	287
3844773	32	712
3845369	128	9542
3845369	64	9608
3845487	32	6723
3845490	32	9623
3845663	32	346
3845878	128	26
3845913	128	21
3845939	128	19
3846568	32	343
3846630	128	15
3846650	128	10
3846706	128	8201
3846717	512	8029
3847033	128	4172
3847175	32	4336
3847460	32	448
3847517	32	101
3847600	32	16
3847611	32	616
3847700	32	43
3847708	32	3974
3848242	128	84
3848385	128	200
3848526	512	195
3848712	32	482
3849287	32	471
3849372	32	31
3849418	64	651
3849503	32	5538
3849534	128	5370
3849816	32	386
3850779	32	592
3850801	32	47
3850820	32	691
3850844	32	1301
3850913	32	32
3850916	32	29
3851217	32	45
3851447	32	3667
3851522	32	43
3851640	256	3198
3852164	32	37
3852186	64	2781
3852442	64	3211
3852612	32	32
3852906	32	23
3854077	32	237
3854914	128	21
3855385	128	13
3855392	64	41
3855404	128	15
3855427	128	13
3855446	128	15
3855451	128	675
3855492	64	4338
3855678	64	1483
3855695	512	929
3855766	32	412
3855936	32	25
3855954	64	1303
3856568	32	714
3857069	128	2040
3857105	32	482
3857116	128	12
3857238	64	18
3857365	64	575
3857604	64	1776
3857640	128	2483
3857649	256	1242
3857846	64	20
3857852	64	20
3857895	64	19
3857925	128	208
3857930	32	680
3858064	64	20
3858115	64	40
3858162	128	967
3858185	64	37
3858240	64	90
3858329	64	60
3858388	64	38
3858441	32	4723
3858491	64	69
3858561	32	833
3858681	64	71
3858775	32	242
3858841	64	69
3858869	32	7517
3858889	32	8433
3858904	128	576
3858990	32	184
3859165	64	70
3859172	512	209
3859251	128	6845
3859302	64	59
3859672	128	7452
3859767	512	468
3859831	32	759
3859954	64	46
3860067	64	36
3860227	64	165
3860298	512	257
3860438	32	25473
3860451	32	27774
3860551	512	1426
3860780	64	2396
3861228	512	16598
3861564	256	13910
3861781	32	187
3862106	32	76
3862724	32	317
3862817	32	7458
3863073	32	558
3864049	32	312
3864258	512	29593
3864349	32	5927
3866104	128	3846
3869781	128	22325
3869960	128	6682
3871742	64	729
3872537	128	7302
3873109	32	112
3873116	64	500
3873206	32	4600
3873415	128	1556
3875376	256	16440
3876327	32	13081
3888220	32	23835
3889375	64	138
3889695	64	139
3890269	64	85
3912052	32	29299
3912460	32	24
3913558	32	768
3913845	32	26
3914663	32	3089
3914959	512	54
3914995	512	4610
3915045	256	58
3915107	256	11278
3915300	32	4720
3915392	64	4621
3916144	32	5539
3917124	64	562
3917162	128	4477
3918335	32	399
3918349	32	22934
3918810	128	3701
3918870	32	8328
3918905	32	7697
3920076	512	12393
3920317	128	3471
3920478	128	107
3921043	128	258
3921189	128	325
3921280	128	10282
3921783	64	859
3922637	64	638
3923711	32	3549
3923721	64	20
3923822	64	36
3923855	64	39
3924085	64	20
3924117	64	66
3924173	128	82
3924302	32	173
3924362	128	11136
3924473	64	70
3924480	32	104
3924618	64	47
3924743	64	36
3924744	32	34
3924856	64	1270
3925045	128	10561
3925332	64	34
3925348	32	35
3925397	32	1032
3925509	64	3387
3925624	64	35
3925722	64	34
3926375	128	4404
3926393	64	192
3926453	32	18
3926485	32	2397
3926602	32	10547
3926822	32	370
3927010	64	1932
3927216	32	9540
3927332	32	196
3927345	128	6828
3927761	64	2668
3928040	128	20
3928378	128	3255
3929228	32	213
3929924	32	11427
3930119	64	49
3930154	32	29
3930625	256	983
3930925	64	83
3931122	32	31
3931249	64	34
3931314	32	33
3931446	64	28
3931474	32	370
3931541	32	20
3931541	64	21
3931549	32	328
3931556	32	31
3931561	64	26
3931586	32	20
3931601	256	2497
3931962	64	29
3932011	64	37
3932027	32	21
3932047	64	30
3932084	32	210
3932173	128	42
3932273	64	25
3932313	32	4489
3932330	64	23
3932402	64	22
3932403	32	21
3932683	64	31
3932685	32	8664
3932796	64	199
3932945	512	746
3932947	64	61
3932973	32	21
3933074	64	63
3933090	32	47
3933397	32	36
3933397	64	37
3933823	32	452
3933874	128	271
3934124	64	88
3934131	512	6866
3934199	256	1784
3934253	256	1446
3934273	64	85
3934443	32	447
3934709	64	192
3934903	64	1876
3935198	64	65
3935361	64	52
3935477	32	31
3935477	64	31
3935493	64	37
3935769	64	22
3935770	32	20
3935787	64	31
3935974	128	22
3936119	128	46
3936166	128	284
3936240	64	34
3936247	32	27
3936668	128	4483
3936795	128	4355
3936885	64	147
3936944	128	4204
3937010	64	299
3937012	32	20
3937124	64	4092
3937226	128	367
3937235	32	4047
3937290	64	82
3937309	64	32
3937651	512	6730
3937756	256	3328
3937861	32	253
3937927	32	3354
3937939	64	37
3937958	32	32
3938116	64	36
3938134	32	33
3938174	32	3108
3938319	32	3031
3938555	64	249
3939020	32	2261
3941359	32	2195
3941816	32	35
3941861	256	739
3941889	64	1009
3942063	64	1182
3942135	32	33
3942178	64	313
3942462	64	31
3942462	64	49
3942579	64	2247
3942586	256	1849
3942678	32	5712
3942707	32	32
3942707	64	33
3942725	64	31
3942890	32	25
3942922	64	1096
3942928	32	978
3942937	32	35
3943053	32	21
3943053	64	22
3943069	64	29
3943072	256	90
3943331	64	25
3943333	128	9371
3943340	32	36
3943509	32	18
3943650	32	5056
3943718	32	1821
3943873	64	36
3943930	32	5786
3944127	128	1613
3944300	32	43
3944408	32	160
3945391	32	8334
3945947	256	472
3946723	32	377
3946826	32	94
3947184	32	34
3947184	64	34
3947190	32	54
3947203	64	31
3947382	32	31
3947382	64	32
3947430	64	34
3947431	32	33
3947515	32	60
3947732	512	760
3947824	32	33
3947824	32	34
3947824	64	34
3947824	64	35
3947857	64	20
3947857	64	20
3947878	256	14081
3947917	64	15
3947940	64	225
3948127	128	5501
3948183	32	33
3948183	64	34
3948198	32	33
3948198	64	34
3948216	64	32
3948216	64	33
3948231	32	33
3948231	64	34
3948248	32	32
3948248	64	32
3948264	64	33
3948264	64	33
3948378	32	33
3948378	64	33
3948394	32	34
3948394	64	35
3948427	64	21
3948427	64	22
3948428	32	20
3948428	32	20
3948447	64	29
3948447	64	30
3948747	512	24405
3948911	32	3387
3949066	32	20
3949066	32	20
3949066	64	21
3949066	64	21
3949085	64	32
3949085	64	33
3949117	32	31
3949117	32	31
3949117	64	32
3949117	64	32
3949133	64	31
3949133	64	32
3949230	32	33
3949247	32	33
3949247	64	33
3949247	64	34
3949263	64	35
3949279	32	33
3949279	32	33
3949279	64	34
3949279	64	34
3949298	64	31
3949329	32	20
3949329	32	21
3949329	64	21
3949329	64	22
3949349	64	29
3949349	64	30
3949378	32	40
3949378	32	41
3949378	64	41
3949378	64	41
3949396	64	21
3949396	64	22
3949415	32	15
3949416	64	21
3949417	32	20
3949417	32	40
3949417	64	40
3949457	32	33
3949473	32	33
3949473	64	34
3949473	64	34
3949490	64	21
3949490	64	22
3949506	32	23
3949506	64	23
3949509	32	12
3949511	32	45
3949511	64	45
3949555	32	21
3949555	32	21
3949555	64	22
3949555	64	22
3949575	64	31
3949576	64	29
3949605	32	33
3949605	32	34
3949605	64	34
3949605	64	35
3949622	64	34
3949622	64	35
3949638	32	33
3949638	32	33
3949638	64	34
3949638	64	34
3949671	64	32
3949808	32	2259
3949917	32	20
3949917	64	33
3949917	64	33
3949937	32	29
3949950	64	32
3950032	64	33
3950050	32	24
3950050	32	24
3950050	64	25
3950065	64	33
3950065	64	34
3950072	32	45
3950074	32	40
3950081	64	33
3950081	64	33
3950098	32	23
3950121	32	26
3950121	64	26
3950147	64	24
3950169	128	6461
3950171	32	43
3950171	64	43
3950176	32	53
3950178	64	36
3950179	32	34
3950231	64	34
3950231	64	34
3950235	32	29
3950235	32	29
3950280	64	31
3950280	64	31
3950285	32	25
3950285	32	25
3950310	64	33
3950310	64	34
3950326	32	35
3950326	32	35
3950326	64	35
3950326	64	36
3950376	64	33
3950376	64	33
3950378	32	30
3950378	32	30
3950425	64	20
3950426	64	19
3950426	32	32
3950426	32	33
3950444	64	30
3950444	64	31
3950474	32	33
3950474	32	33
3950474	64	34
3950474	64	34
3950492	64	33
3950493	64	32
3950507	32	34
3950507	64	35
3950524	32	32
3950524	64	33
3950541	64	33
3950541	64	33
3950556	32	33
3950573	64	32
3950573	64	33
3950574	32	31
3950589	64	33
3950621	64	33
3950621	64	33
3950622	32	31
3950622	32	32
3950672	64	31
3950673	32	29
3950673	32	29
3950673	64	29
3950717	64	22
3950718	32	20
3950718	32	20
3950718	64	21
3950737	64	31
3950738	64	29
3950766	64	33
3950766	64	34
3950767	32	31
3950767	32	32
3950802	32	63
3950815	32	33
3950815	32	34
3950815	64	34
3950815	64	35
3950848	64	21
3950848	64	21
3950868	64	29
3950868	32	43
3950896	64	32
3950897	64	31
3950927	64	34
3950927	64	34
3950928	32	32
3950928	32	33
3950943	64	35
3950960	32	34
3950978	32	31
3950978	64	31
3950978	64	32
3950993	64	32
3950993	64	32
3951008	32	32
3951008	64	33
3951024	64	34
3951025	32	32
3951057	32	33
3951057	32	33
3951057	64	33
3951057	64	34
3951073	64	36
3951089	32	51
3951108	64	31
3951108	64	31
3951109	32	29
3951124	64	31
3951154	32	33
3951154	64	33
3951154	64	34
3951155	32	32
3951170	64	33
3951202	64	35
3951203	32	32
3951203	32	33
3951203	64	33
3951219	64	32
3951219	64	32
3951235	32	21
3951235	64	22
3951251	32	34
3951251	64	35
3951253	32	166
3951267	64	32
3951267	64	32
3951284	64	32
3951285	32	30
3951285	32	30
3951285	64	31
3951332	64	19
3951332	64	33
3951333	32	31
3951333	32	31
3951351	64	29
3951351	64	30
3951379	64	33
3951379	64	34
3951380	32	32
3951380	32	32
3951397	64	28
3951398	64	27
3951423	64	25
3951423	64	25
3951424	32	23
3951425	32	22
3951446	64	48
3951446	64	49
3951457	32	107
3951459	64	35
3951460	32	34
3951465	32	28
3951465	64	28
3951492	64	34
3951508	32	33
3951508	64	34
3951525	32	33
3951525	64	34
3951558	32	34
3951558	32	34
3951558	64	34
3951558	64	35
3951606	32	33
3951606	64	33
3951606	64	34
3951607	32	32
3951655	32	32
3951655	32	33
3951655	64	33
3951655	64	34
3951672	64	37
3951704	64	32
3951704	64	33
3951709	32	26
3951709	32	27
3951752	64	33
3951752	64	33
3951753	32	31
3951753	32	31
3951786	32	265
3951798	64	35
3951798	64	36
3951799	32	33
3951799	32	34
3951817	64	31
3951847	64	35
3951847	64	35
3951848	32	33
3951848	32	33
3951880	64	20
3951881	32	32
3951898	64	33
3951900	32	30
3951912	64	36
3951913	64	34
3951929	64	33
3951929	64	34
3951930	32	31
3951930	32	32
3951945	64	34
3951978	32	33
3951978	64	33
3951978	64	34
3951979	32	31
3951994	64	34
3951995	64	32
3952010	32	33
3952010	64	34
3952027	32	27
3952027	64	28
3952043	64	26
3952043	64	27
3952054	32	39
3952069	32	23
3952069	64	23
3952069	64	24
3952091	64	36
3952091	64	37
3952108	32	32
3952108	32	33
3952108	64	33
3952108	64	34
3952127	64	30
3952127	64	30
3952140	32	33
3952156	32	33
3952156	64	34
3952156	64	34
3952172	64	42
3952172	64	42
3952189	32	23
3952189	32	23
3952189	64	24
3952189	64	24
3952212	64	28
3952212	64	28
3952237	64	34
3952237	64	34
3952239	32	31
3952239	32	32
3952255	64	32
3952255	64	32
3952270	32	30
3952286	32	33
3952286	64	33
3952286	64	33
3952300	64	35
3952300	64	35
3952318	32	33
3952318	64	34
3952335	64	33
3952367	32	32
3952367	32	33
3952367	64	33
3952367	64	34
3952383	64	33
3952399	32	33
3952415	64	35
3952416	32	33
3952416	64	34
3952432	64	35
3952432	64	35
3952448	64	33
3952448	64	34
3952449	32	31
3952449	32	32
3952466	64	34
3952499	64	33
3952500	32	31
3952500	32	31
3952500	64	32
3952516	64	40
3952516	64	40
3952531	32	42
3952550	64	22
3952550	64	23
3952556	32	22
3952572	64	25
3952572	64	25
3952596	32	30
3952596	32	31
3952596	64	31
3952596	64	32
3952626	64	36
3952642	64	20
3952643	32	32
3952643	32	32
3952643	64	33
3952662	64	30
3952662	64	30
3952691	32	29
3952691	64	30
3952691	64	30
3952692	32	28
3952706	64	23
3952706	64	23
3952717	32	62
3952720	32	42
3952728	32	33
3952728	64	33
3952728	64	33
3952774	64	35
3952774	64	35
3952776	32	32
3952777	32	31
3952807	32	33
3952824	64	34
3952825	64	33
3952826	32	31
3952840	64	32
3952856	64	35
3952856	64	35
3952857	32	33
3952857	32	33
3952906	64	34
3952906	64	34
3952910	32	29
3952910	32	29
3952955	64	20
3952955	64	21
3952957	32	31
3952958	32	30
3952975	64	30
3952975	64	30
3953004	32	33
3953004	32	34
3953004	64	34
3953004	64	35
3953021	64	34
3953021	64	34
3953037	32	33
3953037	64	34
3953054	64	36
3953088	64	33
3953088	64	33
3953089	32	31
3953090	32	30
3953106	64	33
3953106	64	33
3953138	32	32
3953138	64	33
3953138	64	33
3953139	32	31
3953154	64	33
3953170	64	33
3953186	64	35
3953187	32	32
3953187	32	33
3953187	64	33
3953235	64	34
3953235	64	34
3953236	32	32
3953236	32	32
3953245	32	179
3953267	64	34
3953268	64	32
3953284	32	33
3953284	64	33
3953284	64	34
3953333	64	34
3953333	64	35
3953334	32	33
3953334	32	33
3953350	64	33
3953350	64	34
3953366	32	34
3953383	32	34
3953383	64	34
3953383	64	35
3953400	64	28
3953400	64	28
3953416	64	36
3953417	32	35
3953427	32	24
3953427	64	24
3953466	64	33
3953466	64	33
3953468	32	30
3953468	32	30
3953514	64	21
3953514	64	21
3953516	32	32
3953516	32	32
3953534	64	30
3953534	64	31
3953547	32	35
3953564	32	33
3953564	64	33
3953564	64	34
3953581	64	32
3953581	64	33
3953596	64	35
3953597	32	33
3953613	32	25
3953613	64	26
3953630	64	34
3953630	64	34
3953637	128	4838
3953646	32	36
3953663	32	33
3953663	64	33
3953663	64	34
3953682	64	30
3953682	64	31
3953696	32	33
3953712	32	33
3953712	64	33
3953712	64	34
3953729	64	36
3953729	64	37
3953744	32	28
3953744	64	28
3953762	64	44
3953765	32	41
3953766	32	53
3953771	64	34
3953772	64	33
3953793	64	51
3953805	32	38
3953805	32	38
3953810	64	32
3953860	64	33
3953860	64	33
3953864	32	28
3953864	32	29
3953910	32	32
3953910	32	32
3953910	64	33
3953910	64	34
3953926	64	22
3953926	64	23
3953942	32	32
3953942	64	34
3953946	64	30
3953948	32	28
3953991	32	34
3953991	32	35
3953991	64	35
3953991	64	36
3954008	64	32
3954008	64	33
3954025	32	32
3954025	64	33
3954040	32	36
3954040	64	37
3954057	64	35
3954075	64	33
3954076	32	31
3954076	32	31
3954076	64	32
3954092	64	32
3954092	64	32
3954123	32	33
3954123	32	33
3954123	64	34
3954123	64	34
3954141	64	31
3954141	64	31
3954155	64	24
3954156	32	22
3954162	32	204
3954169	64	38
3954171	32	36
3954178	64	28
3954178	64	28
3954205	32	33
3954205	32	33
3954205	64	34
3954205	64	34
3954224	64	31
3954224	64	32
3954254	32	34
3954254	64	35
3954254	64	35
3954255	32	33
3954270	64	34
3954271	64	32
3954287	32	33
3954287	64	34
3954303	32	36
3954303	64	36
3954320	64	34
3954320	64	35
3954338	32	31
3954338	32	31
3954338	64	32
3954338	64	32
3954378	32	26
3954378	64	27
3954404	64	32
3954404	64	32
3954435	32	33
3954435	32	34
3954435	64	34
3954435	64	34
3954452	64	35
3954452	64	36
3954468	32	26
3954468	64	27
3954482	32	42
3954487	64	33
3954494	64	25
3954494	64	26
3954517	64	36
3954517	64	36
3954519	32	33
3954519	32	34
3954552	64	31
3954552	64	32
3954566	32	39
3954566	64	39
3954583	32	21
3954583	64	22
3954604	64	28
3954604	64	29
3954615	32	34
3954615	64	34
3954632	32	32
3954632	64	32
3954648	64	26
3954648	64	26
3954662	32	45
3954663	64	37
3954664	32	36
3954670	64	29
3954673	32	26
3954699	64	47
3954712	32	33
3954712	64	33
3954744	64	36
3954745	64	35
3954763	32	29
3954763	64	29
3954778	32	67
3954779	64	38
3954780	32	36
3954836	64	24
3954836	64	43
3954849	32	29
3954849	32	30
3954895	64	20
3954895	64	21
3954896	32	49
3954896	32	50
3954906	32	47
3954911	64	33
3954911	64	34
3954943	64	35
3954944	32	33
3954944	32	33
3954944	64	34
3954946	64	6319
3954976	64	36
3954977	64	34
3954993	32	33
3955011	32	31
3955011	64	31
3955011	64	32
3955026	64	33
3955026	64	34
3955042	32	33
3955058	64	33
3955058	64	34
3955059	32	32
3955075	64	34
3955075	64	35
3955107	64	33
3955107	64	33
3955109	32	30
3955109	32	30
3955125	64	31
3955125	64	32
3955156	32	32
3955156	32	33
3955156	64	33
3955156	64	33
3955173	64	35
3955173	64	36
3955207	64	32
3955207	64	32
3955208	32	30
3955208	32	31
3955238	64	33
3955254	32	32
3955254	32	33
3955254	64	33
3955254	64	34
3955286	64	23
3955286	64	24
3955302	64	35
3955303	32	19
3955307	32	509
3955309	32	27
3955309	64	27
3955335	64	33
3955335	64	34
3955351	64	35
3955352	32	33
3955368	32	33
3955368	64	34
3955385	64	34
3955385	64	35
3955401	32	37
3955417	64	20
3955417	64	21
3955419	32	31
3955437	64	30
3955437	64	31
3955467	32	32
3955467	32	33
3955467	64	33
3955467	64	34
3955499	64	34
3955499	64	35
3955515	32	33
3955515	64	34
3955533	32	31
3955533	64	31
3955548	64	33
3955548	64	33
3955564	32	34
3955580	32	33
3955580	64	34
3955580	64	34
3955598	64	34
3955598	64	34
3955631	32	32
3955631	32	32
3955631	64	33
3955631	64	33
3955662	64	33
3955662	64	33
3955678	32	34
3955678	64	35
3955694	64	34
3955695	32	32
3955712	64	31
3955712	64	32
3955727	32	32
3955743	32	35
3955743	64	36
3955743	64	36
3955791	64	29
3955791	64	30
3955792	32	28
3955808	32	34
3955819	64	22
3955820	64	21
3955840	64	34
3955840	64	34
3955841	32	32
3955857	32	33
3955873	64	36
3955873	64	36
3955890	32	34
3955890	64	34
3955906	64	35
3955909	32	32
3955924	64	31
3955924	64	32
3955940	32	33
3955940	64	33
3955955	32	33
3955955	64	33
3955972	64	36
3955972	64	37
3956005	64	33
3956005	64	33
3956008	32	29
3956008	32	29
3956021	64	33
3956053	32	33
3956053	32	33
3956053	64	34
3956053	64	34
3956072	64	30
3956072	64	31
3956102	32	33
3956102	64	34
3956102	64	34
3956118	32	33
3956118	64	34
3956135	64	33
3956151	32	33
3956151	64	34
3956151	64	34
3956168	32	32
3956184	64	35
3956184	64	36
3956200	32	32
3956218	64	32
3956219	32	31
3956219	64	31
3956232	64	36
3956232	64	37
3956249	32	32
3956264	64	34
3956264	64	34
3956268	32	29
3956315	32	31
3956315	32	32
3956315	64	32
3956315	64	33
3956346	64	32
3956346	64	33
3956362	64	37
3956363	32	35
3956363	64	36
3956378	32	20
3956397	64	31
3956398	64	30
3956411	32	31
3956427	32	20
3956427	64	21
3956427	64	21
3956439	32	55
3956441	64	36
3956441	64	36
3956472	64	55
3956476	32	50
3956476	32	50
3956493	64	32
3956525	64	34
3956525	64	35
3956541	32	33
3956541	64	34
3956541	64	34
3956559	64	32
3956574	64	33
3956590	32	34
3956590	32	34
3956590	64	35
3956590	64	35
3956623	64	34
3956624	64	33
3956656	32	32
3956656	32	33
3956656	64	33
3956656	64	34
3956673	64	32
3956673	64	32
3956688	32	33
3956704	32	33
3956704	64	33
3956704	64	34
3956720	64	34
3956721	64	33
3956737	32	33
3956753	32	33
3956753	64	34
3956753	64	34
3956770	64	33
3956770	64	33
3956786	32	35
3956802	64	34
3956802	64	34
3956803	32	32
3956820	64	33
3956820	64	33
3956852	32	32
3956852	32	33
3956852	64	33
3956852	64	34
3956884	64	33
3956884	64	34
3956901	32	32
3956901	64	32
3956901	64	33
3956932	64	35
3956949	32	37
3956949	64	37
3956949	64	38
3956967	32	34
3956967	64	35
3957001	32	35
3957001	64	36
3957001	64	36
3957014	32	22
3957036	64	32
3957036	64	33
3957052	32	31
3957052	64	31
3957064	64	32
3957068	32	28
3957082	64	32
3957082	64	32
3957113	64	33
3957114	32	31
3957114	64	32
3957128	32	33
3957145	64	34
3957145	64	35
3957161	32	34
3957179	32	31
3957179	64	31
3957179	64	32
3957194	64	35
3957194	64	35
3957210	32	39
3957226	64	22
3957226	64	23
3957229	32	30
3957248	64	28
3957248	64	29
3957275	64	34
3957275	64	35
3957276	32	32
3957276	32	33
3957308	64	34
3957308	64	35
3957324	32	34
3957324	64	34
3957340	64	33
3957342	32	31
3957357	64	32
3957358	64	31
3957373	32	33
3957387	64	37
3957387	64	38
3957388	32	36
3957405	64	34
3957406	64	33
3957438	64	33
3957438	64	34
3957439	32	32
3957454	32	34
3957470	64	34
3957470	64	35
3957488	32	32
3957500	128	1530
3957503	64	33
3957503	64	34
3957504	32	32
3957520	64	35
3957520	64	35
3957553	64	33
3957553	64	33
3957554	32	31
3957554	32	31
3957569	64	33
3957601	32	33
3957601	32	34
3957601	64	34
3957601	64	35
3957634	64	36
3957650	64	34
3957651	32	33
3957667	64	34
3957670	32	31
3957683	64	33
3957683	64	34
3957700	64	34
3957701	32	33
3957716	32	31
3957716	64	31
3957733	64	34
3957733	64	35
3957766	64	19
3957766	64	35
3957767	32	33
3957767	32	34
3957785	64	32
3957785	64	33
3957800	32	32
3957815	64	32
3957815	64	33
3957817	32	30
3957832	64	31
3957832	64	32
3957863	32	33
3957863	64	33
3957863	64	34
3957895	64	37
3957896	64	36
3957913	32	32
3957913	64	33
3957913	64	33
3957931	32	30
3957945	64	32
3957945	64	33
3957961	32	33
3957977	32	32
3957977	64	33
3957977	64	33
3957994	64	32
3958026	32	34
3958026	32	35
3958026	64	35
3958026	64	35
3958060	64	31
3958060	64	32
3958074	32	36
3958091	32	33
3958091	64	33
3958091	64	34
3958109	64	35
3958109	64	36
3958139	64	35
3958139	64	35
3958144	32	29
3958144	32	29
3958157	64	33
3958189	64	35
3958189	64	35
3958190	32	33
3958190	32	33
3958237	32	33
3958237	64	34
3958237	64	34
3958254	32	32
3958270	64	35
3958270	64	36
3958286	32	34
3958286	64	35
3958302	64	34
3958305	32	31
3958320	64	32
3958320	64	33
3958335	32	33
3958351	64	34
3958352	32	32
3958352	64	33
3958368	64	33
3958368	64	34
3958384	32	36
3958401	32	32
3958401	64	33
3958401	64	33
3958419	64	31
3958420	64	30
3958433	32	33
3958449	32	29
3958449	64	29
3958449	64	30
3958465	64	22
3958466	64	21
3958486	64	35
3958487	32	33
3958488	128	8454
3958490	32	29
3958490	64	30
3958491	128	8444
3958519	64	30
3958519	64	31
3958548	64	33
3958549	32	31
3958549	32	32
3958549	64	32
3958580	64	33
3958580	64	33
3958597	32	32
3958597	64	33
3958597	64	33
3958613	32	33
3958629	64	35
3958629	64	36
3958645	32	27
3958645	64	28
3958645	64	28
3958664	32	31
3958670	32	1697
3958672	64	22
3958672	64	23
3958694	32	38
3958694	64	38
3958710	32	21
3958710	64	21
3958731	64	47
3958731	64	47
3958747	32	30
3958747	64	31
3958777	64	31
3958777	64	32
3958808	32	32
3958808	32	32
3958808	64	33
3958808	64	33
3958824	64	33
3958856	64	34
3958856	64	35
3958857	32	33
3958873	32	32
3958889	64	32
3958889	64	33
3958905	32	34
3958921	32	33
3958921	64	34
3958921	64	34
3958939	64	33
