SubTime	NumProcs	ExeTime
5271947	64	22
5271947	64	23
5271968	32	46
5271968	128	46
5271989	64	24
5271989	64	24
5271990	32	22
5271990	64	22
5272011	64	21
5272011	64	22
5272011	64	22
5272052	128	22
5272053	64	21
5272054	64	19
5272054	32	40
5272054	32	40
5272054	64	40
5272073	64	20
5272073	64	20
5272113	128	24
5272114	64	22
5272114	64	22
5272114	64	23
5272115	32	20
5272115	32	21
5272135	64	21
5272135	64	22
5272135	64	22
5272176	128	24
5272177	32	21
5272177	32	21
5272177	64	22
5272177	64	22
5272177	64	43
5272197	64	22
5272197	64	23
5272239	128	28
5272240	32	25
5272240	32	25
5272240	64	26
5272240	64	26
5272240	64	27
5272264	64	22
5272264	64	23
5272265	64	21
5272306	128	27
5272307	32	24
5272307	32	24
5272307	64	25
5272307	64	25
5272307	64	25
5272330	64	22
5272330	64	22
5272330	64	23
5272352	32	42
5272352	128	43
5272372	32	20
5272372	64	21
5272372	64	21
5272372	64	22
5272392	64	22
5272392	64	22
5272392	64	22
5272413	32	44
5272413	128	44
5272433	32	22
5272433	64	22
5272433	64	23
5272433	64	23
5272454	64	23
5272455	64	21
5272455	64	22
5272476	32	45
5272476	128	46
5272496	32	24
5272496	64	24
5272496	64	25
5272496	64	25
5272519	64	22
5272519	64	22
5272519	64	23
5272541	32	46
5272561	32	23
5272561	64	24
5272561	64	24
5272561	64	25
5272561	128	25
5272584	64	22
5272584	64	22
5272584	64	23
5272606	32	44
5272628	64	21
5272628	64	21
5272628	128	21
5272628	64	41
5272629	32	19
5272648	64	20
5272648	64	21
5272688	128	21
5272689	32	38
5272689	32	39
5272689	64	39
5272689	64	40
5272689	64	40
5272708	64	42
5272708	64	42
5272708	64	43
5272748	64	23
5272748	128	23
5272748	64	43
5272749	32	21
5272749	64	21
5272749	32	42
5272790	64	21
5272790	64	22
5272791	64	20
5272810	64	22
5272810	64	23
5272810	128	43
5272811	32	21
5272832	64	20
5272852	64	20
5272852	64	21
5272852	64	21
5272872	32	23
5272872	64	42
5272872	128	43
5272895	64	43
5272895	64	43
5272914	64	22
5272914	64	23
5272914	64	23
5272936	32	22
5272936	64	23
5272936	128	23
5272958	64	20
5272958	64	21
5272978	64	21
5272997	128	23
5272998	32	21
5272998	32	21
5272998	64	41
5272998	64	42
5273019	64	20
5273038	64	22
5273038	64	22
5273039	64	20
5273059	32	23
5273059	128	24
5273059	64	46
5273082	64	22
5273082	64	23
5273104	64	23
5273104	64	23
5273104	64	24
5273125	64	29
5273125	128	29
5273126	32	26
5273126	32	27
5273126	64	27
5273126	64	48
5273152	64	21
5273152	64	22
5273193	64	28
5273193	64	28
5273193	64	29
5273193	128	29
5273194	32	26
5273194	32	26
5273219	64	25
5273219	64	25
5273219	64	26
5273243	128	43
5273244	32	42
5273263	64	21
5273263	64	22
5273263	64	22
5273264	32	20
5273283	64	23
5273283	64	23
5273284	64	21
5273305	32	41
5273305	128	41
5273324	64	21
5273325	64	20
5273325	32	41
5273325	64	42
5273344	64	21
5273344	64	21
5273344	64	22
5273385	32	20
5273385	64	21
5273385	64	21
5273385	64	22
5273385	128	22
5273386	32	41
5273405	64	21
5273405	64	21
5273405	64	22
5273446	64	24
5273446	64	24
5273446	64	25
5273446	128	25
5273447	32	22
5273447	32	22
5273468	64	23
5273468	64	24
5273469	64	22
5273490	32	44
5273490	128	44
5273510	32	22
5273510	64	22
5273510	64	23
5273510	64	23
5273531	64	25
5273531	64	26
5273532	64	24
5273556	32	39
5273556	128	40
5273576	32	40
5273576	64	40
5273576	64	41
5273576	64	41
5273595	64	20
5273595	64	20
5273595	64	21
5273636	32	22
5273636	64	22
5273636	64	23
5273636	64	23
5273636	128	24
5273637	32	20
5273657	64	22
5273657	64	23
5273657	64	23
5273679	32	39
5273679	128	39
5273699	32	39
5273699	64	39
5273699	64	40
5273699	64	40
5273717	64	20
5273718	64	19
5273718	64	41
5273758	32	22
5273758	64	23
5273758	64	23
5273758	64	24
5273758	128	24
5273759	32	21
5273779	64	23
5273780	64	21
5273780	64	22
5273801	32	43
5273801	128	43
5273821	64	22
5273821	64	23
5273822	32	20
5273822	64	21
5273842	64	24
5273842	64	24
5273842	64	25
5273865	32	42
5273865	128	43
5273885	32	20
5273885	64	21
5273885	64	21
5273885	64	22
5273905	64	21
5273905	64	22
5273905	64	22
5273926	32	42
5273926	128	43
5273946	64	22
5273947	32	20
5273947	64	20
5273947	64	42
5273966	64	22
5273967	64	21
5274008	128	28
5274009	64	25
5274009	64	26
5274009	64	26
5274010	32	23
5274010	32	24
5274033	64	24
5274033	64	24
5274033	64	25
5274056	64	53
5274056	128	53
5274057	32	32
5274089	64	41
5274089	64	41
5274108	64	21
5274108	64	21
5274108	64	21
5274128	32	25
5274128	64	25
5274128	128	26
5274153	64	22
5274175	64	41
5274175	64	42
5274194	32	21
5274194	64	21
5274194	64	21
5274194	128	22
5274213	64	23
5274214	32	22
5274235	64	21
5274236	64	19
5274254	128	41
5274255	32	39
5274255	64	40
5274275	32	40
5274275	64	41
5274275	64	41
5274294	64	20
5274294	64	21
5274294	64	21
5274335	128	26
5274336	64	25
5274337	32	22
5274337	32	22
5274337	64	23
5274337	64	23
5274358	64	23
5274359	64	21
5274359	64	22
5274380	32	42
5274380	128	42
5274400	64	21
5274400	64	21
5274401	64	19
5274401	32	42
5274420	64	21
5274420	64	22
5274420	64	22
5274441	32	45
5274441	128	45
5274461	32	23
5274461	64	23
5274461	64	24
5274461	64	24
5274483	64	22
5274483	64	23
5274483	64	23
5274505	32	24
5274505	128	46
5274527	64	22
5274527	64	23
5274527	64	23
5274529	32	20
5274549	64	21
5274549	64	22
5274549	64	22
5274569	128	24
5274570	32	23
5274570	64	43
5274592	64	20
5274592	64	21
5274612	64	20
5274612	64	20
5274612	64	21
5274632	32	23
5274632	128	46
5274653	64	25
5274654	64	23
5274654	64	23
5274655	32	22
5274676	64	22
5274676	64	22
5274676	64	23
5274697	32	23
5274697	64	23
5274697	128	44
5274718	64	22
5274718	64	22
5274719	32	21
5274739	64	21
5274739	64	21
5274739	64	22
5274759	64	25
5274759	128	26
5274760	32	24
5274781	64	26
5274781	64	27
5274782	64	25
5274827	64	24
5274827	64	24
5274827	128	25
5274828	32	22
5274828	32	22
5274828	64	44
5274849	64	22
5274849	64	22
5274892	64	25
5274892	64	26
5274892	64	26
5274892	128	27
5274893	32	23
5274893	32	24
5274916	64	22
5274916	64	23
5274916	64	23
5274938	32	44
5274938	128	45
5274958	64	24
5274959	32	22
5274959	64	22
5274959	64	22
5274980	64	23
5274980	64	24
5274980	64	24
5275003	32	44
5275003	128	45
5275023	64	24
5275024	32	21
5275024	64	22
5275024	64	22
5275045	64	21
5275045	64	22
5275045	64	22
5275086	64	26
5275086	64	27
5275086	64	27
5275086	128	28
5275087	32	24
5275087	32	25
5275111	64	22
5275111	64	22
5275111	64	23
5275132	32	43
5275132	128	44
5275152	64	22
5275152	64	23
5275153	32	21
5275153	64	42
5275173	64	21
5275173	64	22
5275214	32	21
5275214	32	22
5275214	64	22
5275214	64	23
5275214	64	23
5275214	128	24
5275235	64	22
5275235	64	22
5275235	64	23
5275256	128	48
5275257	32	47
5275276	64	27
5275277	32	25
5275277	64	25
5275277	64	26
5275301	64	23
5275301	64	23
5275302	64	21
5275323	32	43
5275323	128	44
5275342	64	24
5275343	32	21
5275343	64	22
5275343	64	22
5275363	64	23
5275364	64	21
5275364	64	22
5275385	32	45
5275385	128	45
5275405	64	23
5275405	64	24
5275405	64	24
5275406	32	22
5275427	64	23
5275427	64	23
5275428	64	21
5275449	32	42
5275449	128	42
5275469	64	21
5275469	64	21
5275469	64	22
5275470	32	42
5275489	64	21
5275489	64	22
5275489	64	22
5275510	32	44
5275510	128	44
5275531	32	21
5275531	64	22
5275531	64	22
5275531	64	22
5275551	64	23
5275552	64	21
5275552	64	22
5275573	32	44
5275573	128	44
5275593	32	22
5275593	64	22
5275593	64	23
5275593	64	23
5275614	64	22
5275614	64	22
5275614	64	23
5275655	64	20
5275655	128	21
5275655	64	41
5275656	32	39
5275656	32	39
5275656	64	40
5275675	64	42
5275694	64	22
5275694	64	22
5275715	64	26
5275715	128	27
5275715	64	48
5275716	32	24
5275716	32	25
5275740	64	22
5275740	64	22
5275782	128	24
5275783	32	22
5275783	64	22
5275783	64	23
5275783	64	43
5275784	32	20
5275804	64	21
5275804	64	22
5275846	64	21
5275846	128	138
5275846	64	156
5275847	64	20
5275847	32	40
5275847	32	41
5275866	64	20
5275866	64	21
5276002	32	42
5276002	128	43
5276021	32	22
5276021	64	22
5276021	64	22
5276021	64	23
5276042	64	22
5276042	64	23
5276042	64	23
5276064	32	23
5276064	64	23
5276064	128	24
5276086	64	20
5276086	64	20
5276126	32	27
5276126	32	27
5276126	64	28
5276126	64	28
5276126	64	29
5276126	128	29
5276152	64	23
5276153	64	21
5276153	64	22
5276174	32	41
5276174	128	41
5276195	64	19
5276195	32	41
5276195	64	41
5276195	64	42
5276214	64	20
5276214	64	21
5276214	64	21
5276234	32	42
5276234	128	43
5276257	64	41
5276257	64	41
5276258	64	39
5276276	64	20
5276276	64	20
5276276	64	21
5276295	128	24
5276296	64	23
5276296	32	43
5276317	64	21
5276338	64	24
5276338	64	24
5276360	128	25
5276361	32	22
5276361	64	23
5276361	64	23
5276361	32	43
5276361	64	44
5276383	64	20
5276383	64	21
5276424	128	25
5276425	32	22
5276425	64	23
5276425	64	23
5276425	64	24
5276426	32	21
5276446	64	22
5276446	64	23
5276446	64	23
5276468	128	21
5276468	32	40
5276468	64	41
5276489	32	38
5276489	64	39
5276489	64	39
5276508	64	39
5276508	64	40
5276508	64	40
5276527	32	44
5276527	128	44
5276547	32	22
5276547	64	22
5276547	64	23
5276547	64	23
5276568	64	22
5276568	64	22
5276568	64	23
5276590	32	39
5276590	128	40
5276610	32	41
5276610	64	41
5276610	64	42
5276610	64	42
5276629	64	20
5276629	64	21
5276629	64	21
5276649	32	28
5276649	128	28
5276676	64	21
5276676	64	21
5276676	64	42
5276677	32	40
5276696	64	20
5276696	64	21
5276716	32	28
5276716	64	29
5276716	128	46
5276743	64	39
5276744	64	37
5276744	64	37
5276780	32	24
5276780	64	25
5276780	64	25
5276780	128	26
5276780	64	45
5276781	32	23
5276804	64	20
5276804	64	20
5276842	128	40
5276843	32	36
5276843	32	37
5276843	64	37
5276843	64	38
5276843	64	38
5276861	64	42
5276879	64	23
5276879	64	23
5276901	32	24
5276901	32	24
5276901	64	25
5276901	64	25
5276901	128	26
5276901	64	44
5276924	64	21
5276925	64	20
5276963	64	24
5276963	64	24
5276963	128	25
5276964	32	21
5276964	32	22
5276964	64	22
5276985	64	21
5276985	64	21
5276985	64	22
5277024	128	26
5277025	64	24
5277025	64	24
5277025	64	25
5277027	32	21
5277027	32	21
5277048	64	20
5277068	32	37
5277068	128	37
5277086	64	40
5277086	64	40
5277086	64	40
5277087	32	38
5277104	64	21
5277105	64	19
5277105	64	43
5277147	64	21
5277147	64	21
5277147	128	22
5277148	64	19
5277148	32	41
5277148	32	42
5277167	64	21
5277167	64	21
5277167	64	22
5277187	128	46
5277188	32	44
5277208	64	23
5277208	64	24
5277209	32	21
5277209	64	22
5277230	64	22
5277230	64	22
5277230	64	23
5277251	128	21
5277251	32	46
5277271	64	25
5277272	32	23
5277272	64	23
5277272	64	24
5277294	64	22
5277294	64	23
5277295	64	21
5277315	64	26
5277315	64	26
5277315	128	27
5277316	32	24
5277340	64	22
5277340	64	22
5277340	64	23
5277383	128	27
5277384	64	25
5277385	32	22
5277385	32	23
5277385	64	23
5277385	64	24
5277407	64	22
5277407	64	22
5277407	64	23
5277428	128	22
5277428	64	45
5277429	32	43
5277449	64	22
5277449	64	23
5277450	32	21
5277470	64	22
5277470	64	22
5277491	32	22
5277491	64	22
5277491	128	23
5277534	64	21
5277534	64	21
5277534	64	22
5277554	32	23
5277554	128	23
5277554	64	47
5277554	64	48
5277555	32	21
5277576	64	25
5277622	64	24
5277622	128	24
5277623	32	21
5277623	32	21
5277623	64	22
5277623	64	22
5277643	64	23
5277643	64	24
5277644	64	22
5277665	128	46
5277666	32	45
5277685	32	24
5277685	64	24
5277685	64	25
5277685	64	25
5277708	64	23
5277708	64	24
5277708	64	24
5277731	32	25
5277731	128	47
5277754	64	23
5277754	64	23
5277754	64	24
5277755	32	21
5277776	64	24
5277776	64	24
5277776	64	25
5277798	128	26
5277799	64	24
5277799	64	24
5277799	32	46
5277799	32	46
5277821	64	23
5277821	64	23
5277865	128	25
5277866	32	22
5277866	32	23
5277866	64	23
5277866	64	23
5277866	64	24
5277888	64	24
5277888	64	25
5277888	64	25
5277933	128	25
5277934	32	22
5277934	32	23
5277934	64	23
5277934	64	23
5277934	64	24
5277955	64	25
5277956	64	24
5277956	64	24
5277979	128	22
5277979	32	42
5278000	32	20
5278000	64	20
5278000	64	21
5278019	64	21
5278019	64	21
5278019	64	22
5278039	128	40
5278040	32	38
5278059	64	41
5278059	64	42
5278060	32	39
5278060	64	40
5278078	64	20
5278078	64	20
5278078	64	21
5278097	128	42
5278098	32	41
5278120	32	41
5278120	64	42
5278120	64	42
5278120	64	43
5278138	64	22
5278138	64	23
5278139	64	21
5278159	128	24
5278160	32	43
5278182	32	20
5278182	64	21
5278182	64	21
5278202	64	26
5278202	64	26
5278226	128	26
5278227	32	23
5278227	32	23
5278227	64	24
5278227	64	24
5278227	64	25
5278249	64	23
5278249	64	23
5278250	64	21
5278291	64	20
5278291	64	21
5278291	64	21
5278291	128	22
5278292	32	40
5278292	32	40
5278311	64	20
5278311	64	20
5278311	64	20
5278352	64	22
5278352	64	23
5278352	64	23
5278352	128	24
5278353	32	21
5278353	32	21
5278373	64	22
5278373	64	23
5278373	64	23
5278394	128	42
5278395	32	40
5278395	64	41
5278414	32	20
5278414	64	20
5278414	64	21
5278433	64	25
5278433	64	26
5278434	64	24
5278457	32	24
5278457	64	25
5278457	128	25
5278480	64	22
5278480	64	23
5278481	32	21
5278501	64	21
5278501	64	21
5278501	64	22
5278521	64	26
5278521	128	27
5278522	32	25
5278546	64	20
5278546	64	21
5278546	64	21
5278585	128	25
5278587	32	21
5278587	64	22
5278587	64	22
5278587	64	23
5278588	32	20
5278607	64	24
5278607	64	24
5278608	64	23
5278630	128	24
5278630	32	47
5278653	64	23
5278653	64	23
5278653	64	24
5278654	32	21
5278675	64	22
5278675	64	22
5278675	64	23
5278696	64	22
5278696	128	22
5278696	64	42
5278697	32	20
5278716	64	22
5278717	32	20
5278717	64	43
5278737	64	22
5278737	64	22
5278757	128	29
5278758	32	26
5278758	32	26
5278758	64	27
5278758	64	27
5278758	64	48
5278783	64	23
5278784	64	21
5278828	32	25
5278828	32	26
5278828	64	26
5278828	64	27
5278828	64	27
5278828	128	28
5278853	64	23
5278853	64	24
5278853	64	24
5278876	32	22
5278876	64	23
5278876	128	23
5278896	64	24
5278898	32	21
5278919	64	21
5278919	64	21
5278919	64	22
5278938	128	23
5278939	32	20
5278939	64	21
5278939	64	21
5278959	64	22
5278980	64	24
5278981	64	22
5278981	64	23
5279002	64	25
5279002	64	25
5279002	128	26
5279002	64	45
5279003	32	23
5279003	32	23
5279025	64	21
5279025	64	21
5279065	128	26
5279066	64	24
5279066	64	24
5279066	64	25
5279067	32	22
5279067	32	23
5279088	64	26
5279089	64	23
5279089	64	24
5279112	128	21
5279112	32	44
5279112	64	45
5279133	32	22
5279133	64	22
5279133	64	23
5279154	64	22
5279154	64	22
5279154	64	23
5279175	32	40
5279175	64	40
5279175	128	41
5279195	32	41
5279195	64	41
5279195	64	42
5279214	64	20
5279214	64	21
5279214	64	21
5279256	64	27
5279256	64	28
5279256	128	28
5279257	32	25
5279257	32	25
5279257	64	26
5279281	64	24
5279281	64	24
5279282	64	22
5279304	32	44
5279304	128	45
5279324	32	20
5279324	64	22
5279324	64	23
5279324	64	24
5279343	64	27
5279343	64	27
5279344	64	25
5279369	32	47
5279369	128	48
5279391	64	24
5279391	64	25
5279392	32	21
5279392	64	23
5279413	64	27
5279413	64	27
5279438	128	31
5279439	32	27
5279439	32	28
5279439	64	28
5279439	64	29
5279439	64	29
5279466	64	24
5279511	32	29
5279511	32	29
5279511	64	30
5279511	64	30
5279511	64	31
5279511	128	31
5279539	64	25
5279540	64	23
5279540	64	23
5279562	32	50
5279562	128	51
5279585	32	26
5279585	64	26
5279585	64	26
5279585	64	27
5279610	64	23
5279610	64	24
5279610	64	24
5279633	32	22
5279633	64	23
5279633	128	23
5279655	64	20
5279675	64	25
5279675	64	26
5279675	64	26
5279694	128	30
5279695	32	28
5279695	64	29
5279723	64	22
5279723	64	23
5279723	64	23
5279769	64	24
5279769	128	25
5279770	32	21
5279770	32	22
5279770	64	22
5279770	64	23
5279791	64	25
5279791	64	25
5279791	64	26
5279815	64	32
5279815	128	32
5279816	32	30
5279841	64	27
5279841	64	28
5279841	64	28
5279889	64	23
5279889	64	23
5279889	64	24
5279889	128	24
5279890	32	21
5279890	32	21
5279910	64	24
5279910	64	25
5279911	64	23
5279933	32	31
5279933	128	53
5279962	64	23
5279962	64	23
5279962	64	24
5279963	32	21
5279984	64	24
5279984	64	24
5280007	32	23
5280007	64	23
5280007	64	24
5280007	64	24
5280007	128	25
5280008	32	22
5280029	64	25
5280029	64	25
5280029	64	26
5280053	128	35
5280054	32	34
5280087	64	23
5280087	64	23
5280087	64	24
5280088	32	22
5280109	64	26
5280109	64	26
5280133	128	30
5280134	32	26
5280134	32	27
5280134	64	27
5280134	64	28
5280134	64	28
5280160	64	24
5280160	64	25
5280160	64	25
5280184	32	28
5280184	64	28
5280184	128	29
5280211	64	23
5280212	64	21
5280257	128	27
5280258	64	25
5280259	32	23
5280259	32	23
5280259	64	24
5280259	64	24
5280281	64	27
5280281	64	27
5280281	64	28
5280307	128	26
5280307	64	49
5280308	32	25
5280332	32	23
5280332	64	23
5280332	64	24
5280354	64	29
5280355	64	27
5280381	64	26
5280381	64	26
5280381	64	27
5280381	128	27
5280382	32	24
5280382	32	24
5280405	64	26
5280405	64	26
5280406	64	24
5280430	32	24
5280430	128	24
5280453	32	23
5280453	64	24
5280453	64	24
5280453	64	25
5280476	64	23
5280476	64	24
5280498	64	29
5280498	128	29
5280499	32	26
5280499	32	26
5280499	64	27
5280499	64	27
5280524	64	24
5280524	64	25
5280524	64	25
5280548	128	22
5280548	32	44
5280570	32	20
5280570	64	21
5280570	64	21
5280570	64	22
5280590	64	22
5280590	64	23
5280590	64	23
5280612	32	26
5280612	128	26
5280634	64	25
5280635	64	23
5280635	64	24
5280637	32	21
5280658	64	22
5280678	128	26
5280679	32	23
5280679	32	23
5280679	64	24
5280679	64	24
5280679	64	43
5280701	64	21
5280702	64	19
5280740	128	30
5280741	64	27
5280741	64	28
5280741	64	28
5280742	32	26
5280742	32	26
5280767	64	22
5280767	64	22
5280767	64	23
5280788	32	46
5280788	128	46
5280807	64	26
5280807	64	26
5280808	32	24
5280808	64	24
5280831	64	21
5280831	64	22
5280831	64	22
5280852	32	40
5280852	128	40
5280871	64	20
5280872	64	19
5280872	64	40
5280873	32	38
5280890	64	20
5280890	64	21
5280891	64	19
5280929	128	39
5280930	32	35
5280930	32	36
5280930	64	36
5280930	64	37
5280930	64	37
5280948	64	41
5280948	64	41
5280987	128	30
5280988	32	26
5280988	32	27
5280988	64	27
5280988	64	28
5280988	64	28
5281014	64	21
5281014	64	22
5281014	64	22
5281035	32	38
5281035	128	38
5281054	32	37
5281054	64	38
5281054	64	38
5281054	64	39
5281072	64	40
5281072	64	40
5281073	64	38
5281110	64	28
5281110	128	28
5281111	32	25
5281111	32	25
5281111	64	26
5281111	64	26
5281135	64	21
5281135	64	21
5281135	64	22
5281156	32	43
5281175	128	24
5281176	32	21
5281176	64	21
5281176	64	22
5281176	64	22
5281196	64	23
5281197	64	21
5281197	64	21
5281217	128	44
5281218	32	42
5281237	32	21
5281237	64	22
5281237	64	22
5281237	64	23
5281258	64	21
5281258	64	21
5281258	64	22
5281279	32	42
5281279	128	43
5281299	64	21
5281299	64	21
5281299	64	22
5281300	32	19
5281319	64	21
5281319	64	22
5281319	64	22
5281340	32	39
5281340	128	39
5281359	32	38
5281359	64	39
5281359	64	39
5281359	64	40
5281378	64	39
5281378	64	40
5281378	64	40
5281397	32	43
5281397	128	43
5281417	32	21
5281417	64	21
5281417	64	22
5281417	64	22
5281437	64	22
5281437	64	22
5281437	64	23
5281459	32	38
5281459	128	38
5281478	32	39
5281478	64	39
5281478	64	40
5281478	64	40
5281496	64	20
5281496	64	20
5281497	64	40
5281516	32	41
5281536	32	20
5281536	128	20
5281536	64	40
5281536	64	40
5281536	64	41
5281575	64	21
5281575	64	21
5281576	64	19
5281595	32	23
5281595	128	24
5281595	64	45
5281618	32	21
5281618	64	21
5281618	64	22
5281638	64	21
5281638	64	21
5281638	64	22
5281658	64	21
5281658	32	40
5281658	128	40
5281679	64	37
5281679	64	38
5281697	64	43
5281697	64	44
5281697	64	44
5281716	64	24
5281716	32	45
5281716	128	45
5281738	64	22
5281739	64	20
5281739	64	21
5281759	64	22
5281779	128	24
5281780	64	22
5281780	32	41
5281780	64	42
5281781	32	21
5281801	64	20
5281840	128	29
5281841	32	26
5281841	32	26
5281841	64	27
5281841	64	27
5281841	64	28
5281866	64	22
5281866	64	22
5281867	64	20
5281906	128	28
5281907	32	24
5281907	32	25
5281907	64	25
5281907	64	26
5281907	64	26
5281931	64	22
5281931	64	23
5281931	64	23
5281953	32	39
5281953	128	40
5281973	64	19
5281973	32	40
5281973	64	40
5281973	64	41
5281991	64	20
5281991	64	21
5281991	64	21
5282031	64	25
5282031	128	25
5282032	32	22
5282032	32	22
5282032	64	23
5282032	64	23
5282053	64	22
5282053	64	22
5282053	64	23
5282074	32	40
5282074	128	40
5282093	64	20
5282094	32	38
5282094	64	39
5282094	64	39
5282113	64	40
5282113	64	40
5282113	64	41
5282151	128	30
5282152	32	26
5282152	32	27
5282152	64	27
5282152	64	28
5282152	64	28
5282178	64	21
5282178	64	22
5282178	64	22
5282199	32	43
5282199	128	44
5282218	64	24
5282219	32	22
5282219	64	22
5282219	64	23
5282240	64	22
5282240	64	23
5282240	64	23
5282262	32	38
5282262	128	38
5282281	64	38
5282281	64	38
5282281	64	39
5282282	32	36
5282299	64	41
5282299	64	41
5282300	64	39
5282338	32	20
5282338	64	21
5282338	64	21
5282338	64	22
5282338	128	22
5282339	32	19
5282378	64	39
5282378	64	40
5282378	64	40
5282396	32	21
5282396	64	43
5282396	128	43
5282414	64	24
5282414	64	24
5282416	32	21
5282437	64	20
5282437	64	21
5282437	64	21
5282457	32	23
5282457	128	24
5282457	64	43
5282477	64	22
5282477	64	22
5282480	32	39
5282498	64	20
5282498	64	20
5282517	64	23
5282517	128	23
5282517	64	44
5282518	32	21
5282539	64	21
5282580	32	25
5282580	32	26
5282580	64	44
5282580	64	44
5282580	64	45
5282580	128	45
5282623	64	21
5282623	64	21
5282624	64	42
5282643	32	23
5282643	64	42
5282643	128	43
5282666	64	19
5282666	64	39
5282684	64	20
5282684	64	21
5282685	64	19
5282704	32	40
5282704	128	41
5282723	64	20
5282723	64	21
5282724	64	19
5282724	32	40
5282742	64	22
5282743	64	20
5282743	64	20
5282762	128	47
5282763	32	45
5282783	64	24
5282783	64	24
5282783	64	25
5282784	32	22
5282806	64	21
5282806	64	21
5282806	64	22
5282845	128	31
5282849	32	25
5282849	64	25
5282849	64	26
5282849	64	26
5282850	32	23
5282873	64	22
5282873	64	23
5282873	64	23
5282895	32	43
5282895	128	44
5282915	64	22
5282915	64	22
5282915	64	23
5282916	32	21
5282936	64	21
5282936	64	22
5282936	64	23
5282976	128	39
5282977	32	36
5282977	32	36
5282977	64	37
5282977	64	37
5282977	64	38
5282995	64	40
5282995	64	40
5282995	64	41
5283033	128	23
5283034	32	20
5283034	32	21
5283034	64	21
5283034	64	22
5283034	64	41
5283054	64	20
5283054	64	20
5283092	128	24
5283093	64	22
5283093	64	22
5283093	64	41
5283094	32	20
5283114	64	20
5283133	64	42
5283152	32	22
5283152	128	22
5283152	64	42
5283152	64	42
5283174	64	19
5283193	64	21
5283193	64	21
5283193	64	22
5283213	64	39
5283213	128	40
5283214	32	38
5283232	64	41
5283233	32	39
5283233	64	40
5283251	64	20
5283251	64	20
5283251	64	21
5283270	32	40
5283270	128	41
5283291	32	38
5283291	64	38
5283291	64	39
5283291	64	39
5283310	64	40
5283310	64	40
5283310	64	41
5283348	128	25
5283349	32	22
5283349	64	22
5283349	64	23
5283349	64	23
5283350	32	20
5283370	64	21
5283370	64	22
5283370	64	22
5283391	32	40
5283391	128	41
5283410	64	21
5283411	32	38
5283411	64	39
5283411	64	39
5283430	64	40
5283430	64	41
5283430	64	41
5283468	128	25
5283469	64	23
5283469	64	23
5283469	64	24
5283470	32	21
5283470	32	21
5283490	64	21
5283490	64	22
5283490	64	22
5283511	32	44
5283511	128	44
5283532	32	20
5283532	64	21
5283532	64	21
5283532	64	22
5283552	64	21
5283552	64	21
5283552	64	22
5283591	128	26
5283592	32	23
5283592	32	23
5283592	64	24
5283592	64	24
5283592	64	25
5283614	64	21
5283614	64	22
5283614	64	22
5283635	32	39
5283635	128	40
5283655	32	37
5283655	64	38
5283655	64	38
5283655	64	39
5283673	64	41
5283674	64	39
5283674	64	39
5283711	64	29
5283711	128	29
5283712	32	26
5283712	32	26
5283712	64	27
5283712	64	27
5283737	64	21
5283737	64	21
5283777	64	20
5283777	64	20
5283777	128	21
5283777	64	39
5283778	32	37
5283778	32	38
5283796	64	41
5283796	64	41
5283836	32	25
5283836	32	26
5283836	64	26
5283836	64	27
5283836	64	27
5283836	128	28
5283861	64	21
5283861	64	22
5283861	64	22
5283882	32	45
5283882	128	46
5283902	32	23
5283902	64	24
5283902	64	24
5283902	64	25
5283925	64	21
5283925	64	21
5283925	64	22
5283945	128	43
5283946	32	41
5283965	32	20
5283965	64	21
5283965	64	21
5283965	64	22
5283985	64	21
5283985	64	22
5283985	64	22
5284006	32	42
5284006	128	42
5284025	64	22
5284025	64	41
5284025	64	42
5284026	32	21
5284047	64	19
5284085	64	27
5284085	128	28
5284086	32	24
5284086	32	25
5284086	64	25
5284086	64	26
5284110	64	21
5284110	64	21
5284110	64	22
5284151	64	24
5284151	64	25
5284151	128	25
5284152	32	22
5284152	32	23
5284152	64	43
5284174	64	20
5284174	64	20
5284213	64	20
5284213	64	21
5284213	64	21
5284213	128	22
5284214	32	19
5284214	32	40
5284232	64	20
5284232	64	21
5284233	64	40
5284272	32	20
5284272	64	20
5284272	128	21
5284272	32	40
5284272	64	40
5284272	64	41
5284291	64	41
5284311	64	20
5284311	64	20
5284330	128	24
5284331	64	22
5284331	32	40
5284352	64	39
5284353	64	37
5284353	64	37
5284389	128	22
5284389	64	42
5284390	32	21
5284390	64	40
5284411	64	19
5284429	64	20
5284429	64	20
5284429	64	21
5284448	128	23
5284449	32	43
5284449	64	43
5284470	64	21
5284470	64	21
5284471	32	41
5284490	64	20
5284490	64	21
5284490	64	21
5284510	32	23
5284510	128	24
5284510	64	42
5284533	64	37
5284533	64	38
5284551	64	39
5284552	64	37
5284552	64	38
5284570	32	40
5284570	64	41
5284570	128	41
5284589	64	20
5284589	64	20
5284589	64	21
5284609	64	21
5284609	64	21
5284629	128	23
5284630	64	22
5284630	32	41
5284651	64	38
5284651	64	38
5284670	64	37
5284670	64	38
5284670	64	38
5284688	32	41
5284688	64	42
5284688	128	42
5284707	32	21
5284707	64	21
5284707	64	22
5284727	64	22
5284727	64	23
5284728	64	21
5284748	32	26
5284748	64	26
5284748	128	26
5284773	64	20
5284792	64	41
5284792	64	41
5284792	64	42
5284810	128	22
5284810	64	45
5284811	32	43
5284831	64	22
5284831	64	23
5284832	32	21
5284852	64	21
5284852	64	22
